Geneid	Chr	Start	End	Strand	Length	AC3R1
Gene_000481	Random_Chr_001	948862	949376	-	514	412
Gene_000482	Random_Chr_001	949557	949769	+	212	249
Gene_000483	Random_Chr_001	950218	952078	+	1860	10394
Gene_000484	Random_Chr_001	953305	953507	+	202	208
Gene_000485	Random_Chr_001	953561	953824	+	263	505
Gene_000486	Random_Chr_001	953826	954989	-	1163	1289
Gene_000487	Random_Chr_001	955346	955705	+	359	94
Gene_000488	Random_Chr_001	955963	956983	+	1020	596
Gene_000489	Random_Chr_001	957236	959062	+	1826	2909
Gene_000490	Random_Chr_001	959218	961231	-	2013	92
Gene_000491	Random_Chr_001	961487	963118	+	1631	130
Gene_000492	Random_Chr_001	963167	964785	+	1618	166
Gene_000493	Random_Chr_001	965197	966654	-	1457	14
Gene_000494	Random_Chr_001	966833	968152	+	1319	3
Gene_000495	Random_Chr_001	968195	968917	-	722	675
Gene_000496	Random_Chr_001	969364	971915	-	2551	1615
Gene_000497	Random_Chr_001	972436	973274	+	838	319
Gene_000498	Random_Chr_001	973464	988412	+	14948	3324
Gene_000499	Random_Chr_001	988645	989796	+	1151	11
Gene_000500	Random_Chr_001	989946	990461	+	515	2326
Gene_000501	Random_Chr_001	990911	991222	+	311	164
Gene_000502	Random_Chr_001	991262	991997	-	735	50
Gene_000503	Random_Chr_001	992178	993725	-	1547	71
Gene_000504	Random_Chr_001	993816	994762	-	946	313
Gene_000505	Random_Chr_001	995629	995699	+	70	0
Gene_000506	Random_Chr_001	996170	996624	-	454	9
Gene_000507	Random_Chr_001	999103	1001067	-	1964	3858
Gene_000508	Random_Chr_001	1001796	1002287	+	491	4.25
Gene_000509	Random_Chr_001	1002866	1003270	-	404	1
Gene_000510	Random_Chr_001	1003460	1004212	-	752	0
Gene_000511	Random_Chr_001	1004702	1006269	+	1567	1295
Gene_000512	Random_Chr_001	1006540	1007819	-	1279	87
Gene_000513	Random_Chr_001	1008850	1011131	+	2281	2639
Gene_000514	Random_Chr_001	1011361	1012041	-	680	15
Gene_000515	Random_Chr_001	1014228	1014805	+	577	136
Gene_000516	Random_Chr_001	1014807	1015198	-	391	287
Gene_000517	Random_Chr_001	1015576	1017247	+	1671	3714
Gene_000518	Random_Chr_001	1017665	1018711	-	1046	4021
Gene_000519	Random_Chr_001	1018961	1020331	-	1370	90
Gene_000520	Random_Chr_001	1021010	1021966	-	956	479
Gene_000521	Random_Chr_001	1022236	1024301	+	2065	1236
Gene_000522	Random_Chr_001	1025170	1028028	+	2858	4236
Gene_000523	Random_Chr_001	1028073	1029311	-	1238	31
Gene_000524	Random_Chr_001	1029570	1031291	-	1721	15
Gene_000525	Random_Chr_001	1031752	1034650	-	2898	668
Gene_000526	Random_Chr_001	1034920	1035792	-	872	100
Gene_000527	Random_Chr_001	1035935	1037034	+	1099	1243
Gene_000528	Random_Chr_001	1037305	1039175	+	1870	1100
Gene_000529	Random_Chr_001	1039460	1040492	-	1032	2753
Gene_000530	Random_Chr_001	1040820	1042952	-	2132	1707
Gene_000531	Random_Chr_001	1043064	1044475	-	1411	3802
Gene_000532	Random_Chr_001	1044812	1044928	+	116	2
Gene_000533	Random_Chr_001	1046338	1046731	-	393	610
Gene_000534	Random_Chr_001	1047553	1051956	+	4403	4628
Gene_000535	Random_Chr_001	1053141	1053709	+	568	118
Gene_000536	Random_Chr_001	1054658	1055524	+	866	225
Gene_000537	Random_Chr_001	1055703	1056335	+	632	389
Gene_000538	Random_Chr_001	1056684	1057971	+	1287	13135
Gene_000539	Random_Chr_001	1058637	1058939	+	302	866
Gene_000540	Random_Chr_001	1059852	1060793	-	941	10
Gene_000541	Random_Chr_001	1061079	1062715	-	1636	2098
Gene_000542	Random_Chr_001	1062772	1063798	+	1026	958
Gene_000543	Random_Chr_001	1063982	1065126	+	1144	1160
Gene_000544	Random_Chr_001	1065142	1065475	-	333	1690
Gene_000545	Random_Chr_001	1065961	1069747	-	3786	238
Gene_000546	Random_Chr_001	1069857	1070783	-	926	344
Gene_000547	Random_Chr_001	1071025	1071792	-	767	82
Gene_000548	Random_Chr_001	1071882	1073397	-	1515	812
Gene_000549	Random_Chr_001	1073610	1074427	+	817	163
Gene_000550	Random_Chr_001	1074563	1075378	-	815	0
Gene_000551	Random_Chr_001	1075665	1076504	-	839	0
Gene_000552	Random_Chr_001	1076734	1077564	-	830	0
Gene_000553	Random_Chr_001	1077823	1078083	-	260	0
Gene_000554	Random_Chr_001	1078643	1083144	-	4501	793
Gene_000555	Random_Chr_001	1083544	1085457	-	1913	662
Gene_000556	Random_Chr_001	1086059	1086979	+	920	453
Gene_000557	Random_Chr_001	1088139	1088971	+	832	226
Gene_000558	Random_Chr_001	1092107	1093403	-	1296	1151
Gene_000559	Random_Chr_001	1094090	1095272	+	1182	254
Gene_000560	Random_Chr_001	1095394	1098546	+	3152	2287
Gene_000561	Random_Chr_001	1098842	1101779	+	2937	1454
Gene_000562	Random_Chr_001	1101874	1106154	-	4280	450
Gene_000563	Random_Chr_001	1106241	1108487	-	2246	899
Gene_000564	Random_Chr_001	1108907	1110008	+	1101	6
Gene_000565	Random_Chr_001	1110201	1112229	+	2028	1046
Gene_000566	Random_Chr_001	1112992	1113398	-	406	215
Gene_000567	Random_Chr_001	1113765	1115430	+	1665	891
Gene_000568	Random_Chr_001	1115993	1117887	+	1894	2454
Gene_000569	Random_Chr_001	1118081	1118768	+	687	1080
Gene_000570	Random_Chr_001	1120327	1122233	-	1906	999
Gene_000571	Random_Chr_001	1123159	1123678	-	519	1736
Gene_000572	Random_Chr_001	1123996	1127454	+	3458	11885
Gene_000573	Random_Chr_001	1127475	1128939	-	1464	1439
Gene_000574	Random_Chr_001	1129150	1129557	-	407	3
Gene_000575	Random_Chr_001	1129615	1130076	-	461	3
Gene_000576	Random_Chr_001	1130658	1131479	+	821	188
Gene_000577	Random_Chr_001	1132593	1133462	+	869	1073
Gene_000578	Random_Chr_001	1133624	1134340	-	716	461
Gene_000579	Random_Chr_001	1135063	1139486	+	4423	2409
Gene_000580	Random_Chr_001	1139628	1140931	-	1303	1377
Gene_000581	Random_Chr_001	1141658	1142745	+	1087	14
Gene_000582	Random_Chr_001	1143086	1143379	-	293	0
Gene_000583	Random_Chr_001	1145368	1146060	+	692	162
Gene_000584	Random_Chr_001	1146924	1148299	-	1375	0
Gene_000585	Random_Chr_001	1148565	1149149	-	584	3
Gene_000586	Random_Chr_001	1150225	1151352	+	1127	6544
Gene_000587	Random_Chr_001	1151609	1152757	+	1148	1674
Gene_000588	Random_Chr_001	1153212	1155052	+	1840	1793
Gene_000589	Random_Chr_001	1155868	1156675	-	807	242
Gene_000590	Random_Chr_001	1156733	1157274	-	541	97
Gene_000591	Random_Chr_001	1157913	1159238	+	1325	458
Gene_000592	Random_Chr_001	1159443	1159717	-	274	141
Gene_000593	Random_Chr_001	1159876	1160852	+	976	1909
Gene_000594	Random_Chr_001	1160854	1162513	+	1659	961
Gene_000595	Random_Chr_001	1162795	1163472	+	677	38
Gene_000596	Random_Chr_001	1164998	1166075	-	1077	148.33
Gene_000597	Random_Chr_001	1166395	1167417	+	1022	516
Gene_000598	Random_Chr_001	1167540	1168086	+	546	459
Gene_000599	Random_Chr_001	1168766	1169101	-	335	298
Gene_000600	Random_Chr_001	1169423	1171584	+	2161	3568
Gene_000601	Random_Chr_001	1172734	1173382	-	648	604
Gene_000602	Random_Chr_001	1173664	1174264	+	600	120
Gene_000603	Random_Chr_001	1174975	1175339	+	364	92
Gene_000604	Random_Chr_001	1175506	1175788	+	282	2089
Gene_000605	Random_Chr_001	1176318	1177241	+	923	813
Gene_000606	Random_Chr_001	1177405	1178126	+	721	1430
Gene_000607	Random_Chr_001	1178149	1178848	-	699	535
Gene_000608	Random_Chr_001	1178850	1179779	+	929	1937.5
Gene_000609	Random_Chr_001	1179891	1180750	+	859	421
Gene_000610	Random_Chr_001	1181005	1182249	+	1244	162
Gene_000611	Random_Chr_001	1182461	1185049	+	2588	24
Gene_000612	Random_Chr_001	1185133	1186723	-	1590	898
Gene_000613	Random_Chr_001	1186782	1188129	-	1347	618
Gene_000614	Random_Chr_001	1188252	1190570	-	2318	950
Gene_000615	Random_Chr_001	1190740	1193141	-	2401	1302
Gene_000616	Random_Chr_001	1193257	1194482	-	1225	369
Gene_000617	Random_Chr_001	1194484	1195786	-	1302	310
Gene_000618	Random_Chr_001	1196014	1198822	-	2808	4432
Gene_000619	Random_Chr_001	1199068	1200093	-	1025	7
Gene_000620	Random_Chr_001	1200364	1202775	-	2411	3244
Gene_000621	Random_Chr_001	1202993	1204867	-	1874	1182
Gene_000622	Random_Chr_001	1205273	1207843	-	2570	915
Gene_000623	Random_Chr_001	1207928	1209469	-	1541	0
Gene_000624	Random_Chr_001	1209992	1211631	-	1639	38
Gene_000625	Random_Chr_001	1211890	1213252	-	1362	767
Gene_000626	Random_Chr_001	1213591	1216794	-	3203	3465
Gene_000627	Random_Chr_001	1217984	1219315	+	1331	847
Gene_000628	Random_Chr_001	1219464	1220499	+	1035	121
Gene_000629	Random_Chr_001	1220558	1221749	-	1191	1445
Gene_000630	Random_Chr_001	1223753	1225576	+	1823	189
Gene_000631	Random_Chr_001	1227152	1228281	+	1129	371
Gene_000632	Random_Chr_001	1228425	1229978	-	1553	3515
Gene_000633	Random_Chr_001	1230314	1234127	-	3813	1617
Gene_000634	Random_Chr_001	1234129	1241558	-	7429	2188
Gene_000635	Random_Chr_001	1241859	1242720	-	861	1646
Gene_000636	Random_Chr_001	1243095	1243568	+	473	799
Gene_000637	Random_Chr_001	1243672	1244238	+	566	1091
Gene_000638	Random_Chr_001	1244344	1245648	-	1304	6003
Gene_000639	Random_Chr_001	1246850	1248278	-	1428	566
Gene_000640	Random_Chr_001	1248598	1249731	-	1133	2193
Gene_000641	Random_Chr_001	1249984	1251657	-	1673	416
Gene_000642	Random_Chr_001	1251757	1253210	-	1453	16
Gene_000643	Random_Chr_001	1253488	1255126	+	1638	624
Gene_000644	Random_Chr_001	1255940	1256116	-	176	0
Gene_000645	Random_Chr_001	1256476	1258869	-	2393	278
Gene_000646	Random_Chr_001	1259312	1261513	+	2201	34
Gene_000647	Random_Chr_001	1261643	1262936	+	1293	1822
Gene_000648	Random_Chr_001	1263227	1263554	-	327	116
Gene_000649	Random_Chr_001	1263747	1265686	-	1939	5793
Gene_000650	Random_Chr_001	1265713	1266706	+	993	856
Gene_000651	Random_Chr_001	1267052	1268060	-	1008	140
Gene_000652	Random_Chr_001	1268301	1269189	-	888	1555
Gene_000653	Random_Chr_001	1269967	1270182	+	215	103
Gene_000654	Random_Chr_001	1270230	1270704	+	474	242
Gene_000655	Random_Chr_001	1270880	1273153	-	2273	700
Gene_000656	Random_Chr_001	1273616	1277220	+	3604	3048
Gene_000657	Random_Chr_001	1277222	1277847	-	625	406
Gene_000658	Random_Chr_001	1278498	1280846	+	2348	71
Gene_000659	Random_Chr_001	1281000	1284159	-	3159	7749.5
Gene_000660	Random_Chr_001	1284720	1285376	+	656	614
Gene_000661	Random_Chr_001	1285405	1286345	-	940	1960
Gene_000662	Random_Chr_001	1287730	1288866	-	1136	6486
Gene_000663	Random_Chr_001	1290445	1293174	-	2729	521
Gene_000664	Random_Chr_001	1293412	1294341	+	929	0
Gene_000665	Random_Chr_001	1294622	1297710	-	3088	2030
Gene_000666	Random_Chr_001	1298160	1299464	-	1304	1426
Gene_000667	Random_Chr_001	1299737	1300381	-	644	608
Gene_000668	Random_Chr_001	1300989	1302344	+	1355	2188
Gene_000669	Random_Chr_001	1303395	1304644	+	1249	1616
Gene_000670	Random_Chr_001	1305608	1306411	-	803	414
Gene_000671	Random_Chr_001	1306699	1308420	+	1721	483
Gene_000672	Random_Chr_001	1309135	1309971	-	836	611
Gene_000673	Random_Chr_001	1310480	1311332	-	852	792
Gene_000674	Random_Chr_001	1311754	1313366	+	1612	7161
Gene_000675	Random_Chr_001	1313478	1315788	+	2310	5661
Gene_000676	Random_Chr_001	1315964	1317034	+	1070	606
Gene_000677	Random_Chr_001	1317108	1320112	-	3004	4465
Gene_000678	Random_Chr_001	1320555	1324183	-	3628	539
Gene_000679	Random_Chr_001	1324290	1324818	-	528	373
Gene_000680	Random_Chr_001	1324820	1325499	-	679	321
Gene_000681	Random_Chr_001	1325611	1327012	-	1401	7628
Gene_000682	Random_Chr_001	1327687	1328306	+	619	1165
Gene_000683	Random_Chr_001	1328341	1329029	-	688	806
Gene_000684	Random_Chr_001	1329402	1331434	-	2032	1309
Gene_000685	Random_Chr_001	1331857	1332075	+	218	83
Gene_000686	Random_Chr_001	1332836	1333108	+	272	76
Gene_000687	Random_Chr_001	1333170	1333586	+	416	184
Gene_000688	Random_Chr_001	1333937	1334272	+	335	0
Gene_000689	Random_Chr_001	1335625	1336760	-	1135	415
Gene_000690	Random_Chr_001	1337665	1339985	-	2320	5297.67
Gene_000691	Random_Chr_001	1340904	1341791	-	887	446
Gene_000692	Random_Chr_001	1342597	1343589	-	992	124
Gene_000693	Random_Chr_001	1343771	1344648	+	877	34
Gene_000694	Random_Chr_001	1344650	1345485	+	835	308
Gene_000695	Random_Chr_001	1345487	1346925	-	1438	2212
Gene_000696	Random_Chr_001	1347200	1349174	+	1974	12048
Gene_000697	Random_Chr_001	1349176	1351923	-	2747	1693
Gene_000698	Random_Chr_001	1352501	1354775	+	2274	71.33
Gene_000699	Random_Chr_001	1356059	1357177	+	1118	479
Gene_000700	Random_Chr_001	1357478	1358294	+	816	3232
Gene_000701	Random_Chr_001	1358494	1361158	-	2664	1143
Gene_000702	Random_Chr_001	1361458	1364352	-	2894	804
Gene_000703	Random_Chr_001	1364503	1365429	+	926	414
Gene_000704	Random_Chr_001	1365541	1365929	+	388	210
Gene_000705	Random_Chr_001	1365931	1366861	-	930	1868
Gene_000706	Random_Chr_001	1367251	1369348	+	2097	2165
Gene_000707	Random_Chr_001	1369587	1370790	+	1203	858
Gene_000708	Random_Chr_001	1371144	1371563	-	419	102
Gene_000709	Random_Chr_001	1371785	1373308	-	1523	24
Gene_000710	Random_Chr_001	1373495	1374988	+	1493	1012
Gene_000711	Random_Chr_001	1374990	1376011	-	1021	2135
Gene_000712	Random_Chr_001	1376467	1377893	-	1426	939.7
Gene_000713	Random_Chr_001	1378365	1379099	+	734	2758
Gene_000714	Random_Chr_001	1379102	1379289	+	187	596
Gene_000715	Random_Chr_001	1379317	1380735	-	1418	1078
Gene_000716	Random_Chr_001	1381882	1384177	+	2295	2431
Gene_000717	Random_Chr_001	1384752	1385867	+	1115	0
Gene_000718	Random_Chr_001	1385934	1386704	-	770	107
Gene_000719	Random_Chr_001	1387020	1391917	-	4897	4309
Gene_000720	Random_Chr_001	1392501	1396682	+	4181	92
Gene_000721	Random_Chr_001	1396957	1398440	+	1483	431
Gene_000722	Random_Chr_001	1398562	1399245	-	683	7042
Gene_000723	Random_Chr_001	1399910	1401322	-	1412	0
Gene_000724	Random_Chr_001	1401411	1401894	-	483	12676
Gene_000725	Random_Chr_001	1403112	1405423	+	2311	83
Gene_000726	Random_Chr_001	1405569	1407776	+	2207	2590
Gene_000727	Random_Chr_001	1407933	1409492	+	1559	40
Gene_000728	Random_Chr_001	1409494	1414522	-	5028	1707
Gene_000729	Random_Chr_001	1415019	1415792	+	773	252
Gene_000730	Random_Chr_001	1416347	1416855	+	508	8
Gene_000731	Random_Chr_001	1417260	1419892	+	2632	2063
Gene_000732	Random_Chr_001	1419894	1420235	+	341	182
Gene_000733	Random_Chr_001	1421394	1422957	+	1563	538
Gene_000734	Random_Chr_001	1423019	1424958	-	1939	174
Gene_000735	Random_Chr_001	1425204	1427931	-	2727	1029
Gene_000736	Random_Chr_001	1428743	1430479	+	1736	54
Gene_000737	Random_Chr_001	1431996	1432933	+	937	2655
Gene_000738	Random_Chr_001	1432935	1435238	-	2303	1867
Gene_000739	Random_Chr_001	1435762	1436788	-	1026	137.25
Gene_000740	Random_Chr_001	1438774	1439652	+	878	467
Gene_000741	Random_Chr_001	1439697	1440648	-	951	1730
Gene_000742	Random_Chr_001	1441997	1442572	+	575	506
Gene_000743	Random_Chr_001	1442622	1443464	-	842	36
Gene_000744	Random_Chr_001	1443863	1444845	-	982	75
Gene_000745	Random_Chr_001	1444851	1445608	+	757	344
Gene_000746	Random_Chr_001	1445615	1447334	-	1719	722
Gene_000747	Random_Chr_001	1447613	1449639	+	2026	2151
Gene_000748	Random_Chr_001	1449687	1451295	-	1608	31
Gene_000749	Random_Chr_001	1451513	1452100	-	587	6
Gene_000750	Random_Chr_001	1452383	1453033	-	650	9
Gene_000751	Random_Chr_001	1453239	1454202	-	963	1733
Gene_000752	Random_Chr_001	1455247	1455513	+	266	771
Gene_000753	Random_Chr_001	1455999	1456667	-	668	545
Gene_000754	Random_Chr_001	1456881	1458625	-	1744	652
Gene_000755	Random_Chr_001	1458896	1459519	-	623	202
Gene_000756	Random_Chr_001	1459943	1460786	-	843	290
Gene_000757	Random_Chr_001	1460972	1462289	-	1317	2445
Gene_000758	Random_Chr_001	1462603	1466270	+	3667	5253
Gene_000759	Random_Chr_001	1466482	1467653	+	1171	678
Gene_000760	Random_Chr_001	1467703	1469071	-	1368	316
Gene_000761	Random_Chr_001	1469600	1470533	+	933	526
Gene_000762	Random_Chr_001	1470535	1472465	-	1930	742.5
Gene_000763	Random_Chr_001	1472831	1474173	+	1342	1822
Gene_000764	Random_Chr_001	1474560	1474718	+	158	0
Gene_000765	Random_Chr_001	1475868	1476479	-	611	71
Gene_000766	Random_Chr_001	1477843	1478544	+	701	1704
Gene_000767	Random_Chr_001	1478882	1479930	-	1048	7475
Gene_000768	Random_Chr_002	123	560	+	437	1
Gene_000769	Random_Chr_002	1074	3062	-	1988	320.58
Gene_000770	Random_Chr_002	3833	4165	+	332	30
Gene_000771	Random_Chr_002	5323	9201	+	3878	1699.5
Gene_000772	Random_Chr_002	9357	11408	-	2051	1333
Gene_000773	Random_Chr_002	12047	12470	-	423	180
Gene_000774	Random_Chr_002	12711	13052	-	341	7
Gene_000775	Random_Chr_002	14274	15470	-	1196	0
Gene_000776	Random_Chr_002	16383	17321	-	938	5
Gene_000777	Random_Chr_002	17716	19604	-	1888	107
Gene_000778	Random_Chr_002	19936	20601	+	665	278
Gene_000779	Random_Chr_002	20603	21624	+	1021	535
Gene_000780	Random_Chr_002	21626	24187	+	2561	939
Gene_000781	Random_Chr_002	24628	25242	+	614	7
Gene_000782	Random_Chr_002	25714	26463	-	749	1088
Gene_000783	Random_Chr_002	27576	27896	+	320	0
Gene_000784	Random_Chr_002	27960	30242	+	2282	236
Gene_000785	Random_Chr_002	30751	31152	+	401	203
Gene_000786	Random_Chr_002	31389	31686	+	297	0
Gene_000787	Random_Chr_002	31739	32759	-	1020	51
Gene_000788	Random_Chr_002	33173	33515	-	342	0
Gene_000789	Random_Chr_002	37353	37664	-	311	6.5
Gene_000790	Random_Chr_002	38403	38561	+	158	0
Gene_000791	Random_Chr_002	38806	38982	-	176	6
Gene_000792	Random_Chr_002	39320	41598	+	2278	65.17
Gene_000793	Random_Chr_002	42765	43777	+	1012	1
Gene_000794	Random_Chr_002	43895	44074	-	179	0
Gene_000795	Random_Chr_002	46270	48993	-	2723	964
Gene_000796	Random_Chr_002	49229	51568	-	2339	229
Gene_000797	Random_Chr_002	52172	53500	-	1328	176
Gene_000798	Random_Chr_002	53727	55490	+	1763	7
Gene_000799	Random_Chr_002	55915	56843	+	928	4341
Gene_000800	Random_Chr_002	56886	61358	-	4472	2448
Gene_000801	Random_Chr_002	61739	63252	+	1513	830
Gene_000802	Random_Chr_002	63816	65165	+	1349	42
Gene_000803	Random_Chr_002	65863	68878	+	3015	242.4
Gene_000804	Random_Chr_002	69844	70894	+	1050	2581
Gene_000805	Random_Chr_002	70961	71392	-	431	493
Gene_000806	Random_Chr_002	71660	72079	-	419	0
Gene_000807	Random_Chr_002	72431	72658	-	227	1
Gene_000808	Random_Chr_002	72753	74540	-	1787	1073
Gene_000809	Random_Chr_002	74622	77481	+	2859	515
Gene_000810	Random_Chr_002	78450	81252	-	2802	9432
Gene_000811	Random_Chr_002	81758	82072	+	314	4
Gene_000812	Random_Chr_002	82116	83218	-	1102	121
Gene_000813	Random_Chr_002	83464	85212	-	1748	1029
Gene_000814	Random_Chr_002	85362	87050	-	1688	0
Gene_000815	Random_Chr_002	88613	89227	+	614	1380
Gene_000816	Random_Chr_002	90976	91224	-	248	1
Gene_000817	Random_Chr_002	91413	92297	-	884	2344
Gene_000818	Random_Chr_002	93418	95184	-	1766	103
Gene_000819	Random_Chr_002	95607	99303	-	3696	175
Gene_000820	Random_Chr_002	99597	104322	+	4725	41
Gene_000821	Random_Chr_002	104505	105503	+	998	0
Gene_000822	Random_Chr_002	105576	105647	-	71	0
Gene_000823	Random_Chr_002	106252	108661	+	2409	6285
Gene_000824	Random_Chr_002	108885	110569	+	1684	1123
Gene_000825	Random_Chr_002	110645	112022	-	1377	1152
Gene_000826	Random_Chr_002	112826	113074	-	248	10
Gene_000827	Random_Chr_002	113413	114217	-	804	398
Gene_000828	Random_Chr_002	115312	116748	+	1436	4239
Gene_000829	Random_Chr_002	118505	120378	+	1873	715.5
Gene_000830	Random_Chr_002	120915	122835	+	1920	188
Gene_000831	Random_Chr_002	122928	124147	-	1219	1165
Gene_000832	Random_Chr_002	124313	125368	+	1055	15
Gene_000833	Random_Chr_002	127751	128893	+	1142	1
Gene_000834	Random_Chr_002	128954	129693	-	739	1201
Gene_000835	Random_Chr_002	129695	130093	-	398	458
Gene_000836	Random_Chr_002	130589	131065	+	476	961
Gene_000837	Random_Chr_002	131145	132554	-	1409	20
Gene_000838	Random_Chr_002	132983	133974	-	991	807
Gene_000839	Random_Chr_002	134276	134347	-	71	11
Gene_000840	Random_Chr_002	134805	135666	+	861	2166
Gene_000841	Random_Chr_002	135816	139365	-	3549	8676
Gene_000842	Random_Chr_002	141873	145584	+	3711	1158
Gene_000843	Random_Chr_002	145624	146620	-	996	288
Gene_000844	Random_Chr_002	146884	147315	+	431	1032
Gene_000845	Random_Chr_002	147406	147855	-	449	4556
Gene_000846	Random_Chr_002	148397	150198	+	1801	75
Gene_000847	Random_Chr_002	150411	151022	+	611	6
Gene_000848	Random_Chr_002	151091	154173	-	3082	128
